,,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99
MaxWt,Avg Queue Length,0.00540045,0.0237083,0.0590569,0.1187948,0.217777,0.3859072,0.698503425,1.39410775,3.695241825,4.22411935,4.890462125,5.75621535,6.92525825,8.548507675,11.01076463,15.05843135,23.33983392,48.41991005
,(1 - S) * qavg,0.004860405,0.01896664,0.04133983,0.07127688,0.1088885,0.15436288,0.209551027,0.27882155,0.369524182,0.380170741,0.39123697,0.402935074,0.415515495,0.427425384,0.440430585,0.45175294,0.466796678,0.4841991
Pri_E,Avg Queue Length,0.005436975,0.02363755,0.058958375,0.11819765,0.214059275,0.37046565,0.6470369,1.214774275,2.93441625,3.3170308,3.7964077,4.40707435,5.211209475,6.358975075,8.069901475,11.0759379,16.48774797,33.97112177
,(1 - S) * qavg,0.004893277,0.01891004,0.041270863,0.07091859,0.107029637,0.14818626,0.19411107,0.242954855,0.293441625,0.298532772,0.303712616,0.308495204,0.312672568,0.317948754,0.322796059,0.332278137,0.329754959,0.339711218
MaxSize_PriMaxWt,Avg Queue Length,0.005397975,0.023699675,0.059017125,0.118594425,0.215600775,0.37812195,0.673059675,1.313547975,3.368643,3.8543033,4.426151725,5.185633875,6.212159875,7.6942627,9.882092225,13.46519,20.76299845,42.04777505
,(1 - S) * qavg,0.004858177,0.01895974,0.041311987,0.071156655,0.107800387,0.15124878,0.201917902,0.262709595,0.3368643,0.346887297,0.354092138,0.362994371,0.372729592,0.384713135,0.395283689,0.4039557,0.415259969,0.42047775
